date,url,lang,polarity,magnitude,score,name,type,mid,wikipediaUrl,numMentions,avgSalience,coordinates,row_number
4/8/2020 15:32:48,https://www.welt.de/politik/ausland/plus207129037/Polen-Hat-man-die-Corona-App-klingelt-jeden-Tag-die-Polizei.html,de,0,2.2,-0.5,Haus,LOCATION,,,1,0.028357,"47.40997,13.76724",1
4/8/2020 8:35:36,https://www.swr.de/swraktuell/baden-wuerttemberg/mannheim/vgh-corona-100.html,de,0,9.4,-0.5,Kirchen,LOCATION,,,1,0.084973,"50.80849,7.88634",1
4/8/2020 18:33:58,"https://winfuture.de/news,115189.html",de,0,7.3,-0.3,Haus,LOCATION,,,1,0.086667,"47.40997,13.76724",1
4/8/2020 2:47:07,https://www.dw.com/de/ronaldinho-gegen-kaution-nun-im-hausarrest/a-53055330,de,0,7.8,-0.3,Haus,LOCATION,,,1,0.002795,"47.40997,13.76724",1
4/8/2020 19:01:41,https://www.suedtirolnews.it/wirtschaft/corona-und-studiumneutrales-semester-noetig,de,0,8.5,-0.3,Haus,LOCATION,,,1,0.044978,"47.40997,13.76724",1
4/8/2020 9:50:10,https://www.come-on.de/lennetal/plettenberg/plettenberg-hestenbergtunnel-gesperrt-13644973.html,de,0,4.8,-0.3,Berg,LOCATION,,,1,0.017172,"50.55523,6.94886",1
4/8/2020 12:05:11,"https://zofingertagblatt.ch/?id=286101&%25C3%25B6V-Branche+beschliesst+15+Kulanztage+f%25C3%25BCr+GA,+Verbund-+und+Streckenabos",de,0,5.1,-0.5,GA,LOCATION,,,1,0.002986,"-1.63333,13.58357",1
4/8/2020 6:46:39,https://apps.derstandard.at/privacywall/story/2000116624281/thuer-statt-wolf-in-orf-isolation-kritischer-journalismus-ist-auch,de,0,1.7,-0.3,Thür,LOCATION,,,1,0.008962,"50.35692,7.27689",1
4/8/2020 6:19:07,https://www.welt.de/regionales/bayern/article207107999/Nach-Unfall-21-Jaehriger-Autofahrer-fluechtet-zu-Fuss.html,de,0,2.7,-0.5,Graben,LOCATION,,,1,0.022262,"48.18732,10.82222",1
4/8/2020 8:18:08,https://www.weltfussball.at/news/_n4018060_/ronaldinho-unter-hausarrest-gestellt/,de,0,3,-0.3,Assis,LOCATION,/m/03ykdy,https://en.wikipedia.org/wiki/Assis,1,0.00266,"-22.66167,-50.41222",1
4/8/2020 6:33:54,https://www.skysportaustria.at/ronaldinho-und-sein-bruder-unter-hausarrest-gestellt/,de,0,2.9,-0.3,Assis,LOCATION,/m/03ykdy,https://en.wikipedia.org/wiki/Assis,1,0.003434,"-22.66167,-50.41222",1
4/8/2020 17:49:37,https://www.bergedorfer-zeitung.de/ueberregionales/vermischtes/article228879595/Bruecke-in-Italien-eingestuerzt-ein-Mensch-verletzt.html,de,0,4.3,-0.3,Aulla,LOCATION,/m/0fytj5,https://en.wikipedia.org/wiki/Aulla,1,0.009512,"44.20632,9.97853",1
4/8/2020 10:06:28,https://www.heute.at/s/selbst-einfache-masken-halten-coronaviren-zuruck-53049437,de,0,6.8,-0.3,China,LOCATION,/m/0d05w3,https://en.wikipedia.org/wiki/China,1,0.003349,"37.14071,79.83509",1
9/6/2022 15:32:56,https://www.sueddeutsche.de/wirtschaft/inflation-konjunktur-weltwirtschaft-notenbanken-1.5652034,de,0,0.3,-0.3,China,LOCATION,/m/0d05w3,https://en.wikipedia.org/wiki/China,1,0.030521,"38.42457,100.7926",1
4/8/2020 17:04:05,https://www.volksstimme.de/deutschland-welt/wirtschaft/corona-krise-samsung-rechnet-mit-gewinnanstieg,de,0,4.3,-0.3,China,LOCATION,/m/0d05w3,https://en.wikipedia.org/wiki/China,1,0.000882,"25.05706,118.18203",1
4/8/2020 21:04:05,"http://www.dtoday.de/startseite/wirtschaft_artikel,-Airbus-faehrt-Flugzeugproduktion-um-ein-Drittel-zurueck-_arid,720244.html",de,0,3.5,-0.3,Paris,LOCATION,/m/05qtj,https://en.wikipedia.org/wiki/Paris,1,0.014266,"35.29203,-93.72992",1
4/8/2020 19:04:16,https://www.stuttgarter-zeitung.de/inhalt.bund-und-laender-einig-das-steht-in-den-neuen-quarantaene-regeln-und-im-bussgeldkatalog.69123761-7654-4266-9d0c-a9c3733c1ac3.html,de,0,7.3,-0.3,Berlin,LOCATION,/m/0156q,https://en.wikipedia.org/wiki/Berlin,1,0.002903,"39.79123,-74.92905",1
4/8/2020 11:18:39,https://www.tagesanzeiger.ch/so-baut-man-in-zwei-wochen-ein-corona-gefaengnis-auf-420094855357,de,0,2.3,-0.3,Horgen,LOCATION,/m/03g0d9,https://en.wikipedia.org/wiki/Horgen,1,0.003424,"47.25983,8.59778",1
4/8/2020 15:48:32,https://www.t-online.de/region/id_87677430/drei-verletzte-nach-wendeversuch-auf-der-autobahn.html,de,0,3.5,-0.5,Lindau,LOCATION,/m/01jq_7,https://en.wikipedia.org/wiki/Lindau,1,0.002331,"52.03751,12.10788",1
4/8/2020 9:34:18,https://www.sn.at/politik/weltpolitik/am-coronavirus-erkranktem-boris-johnson-geht-es-besser-85968967,de,0,4.5,-0.3,London,LOCATION,/m/04jpl,https://en.wikipedia.org/wiki/London,1,0.051733,"51.50853,-0.12574",1
4/8/2020 23:16:57,https://apps.derstandard.at/privacywall/story/2000116627199/wie-johnsons-erkrankung-den-machtkampf-bei-seinen-tories-entfacht,de,0,2,-0.5,London,LOCATION,/m/04jpl,https://en.wikipedia.org/wiki/London,1,0.033434,"42.98339,-81.23304",1
4/8/2020 12:17:26,https://www.pressetext.com/news/20200408018,de,0,13.5,-0.3,London,LOCATION,/m/04jpl,https://en.wikipedia.org/wiki/London,1,0.000108,"37.12898,-84.08326",1
4/8/2020 7:50:42,https://www.deraktionaer.de/artikel/aktien/commerzbank-das-wird-2020-nichts-mehr-20199589.html,de,0,12.5,-0.3,Polen,LOCATION,/m/05qhw,https://en.wikipedia.org/wiki/Poland,1,0.001237,"-9.687,124.4804",1
4/8/2020 17:18:22,https://www.vol.at/bregenz-fahrradfahrer-erlitt-toedlichen-herzinfarkt/6582603,de,0,2.4,-0.3,Bregenz,LOCATION,/m/0135s7,https://en.wikipedia.org/wiki/Bregenz,1,0.070472,"47.50311,9.7471",1
4/8/2020 11:35:13,https://www.die-glocke.de/blickindiewelt/nrw/Galopper-wollen-am-1-Mai-ohne-Zuschauer-wieder-starten-f4cbb4e7-dd38-4f86-aaad-6a71863863a2-ds,de,0,3.6,-0.5,Köln,LOCATION,/m/01v8c,https://en.wikipedia.org/wiki/Cologne,1,0.032347,"50.93333,6.95",1
4/8/2020 11:19:34,https://www.welt.de/regionales/nrw/article207128223/Galopper-wollen-am-1-Mai-ohne-Zuschauer-wieder-starten.html,de,0,3.6,-0.5,Köln,LOCATION,/m/01v8c,https://en.wikipedia.org/wiki/Cologne,1,0.032347,"50.93333,6.95",1
4/8/2020 1:48:13,https://www.queer.de/detail.php?article_id=18959,de,0,6.5,-0.3,England,LOCATION,/m/02jx1,https://en.wikipedia.org/wiki/England,1,0.000633,"34.54426,-91.96903",1
4/8/2020 13:21:23,https://www.mopo.de/hamburg/polizei/am-hauptbahnhof-mann-beleidigt-ladendetektiv---und-landet-im-knast-36531000,de,0,3.5,-0.5,Hamburg,LOCATION,/m/03hrz,https://en.wikipedia.org/wiki/Hamburg,1,0.002419,"33.22818,-91.79763",1
4/8/2020 9:02:54,https://boerse.ard.de/aktien/tui-weg-fuer-milliardenkredit-frei100.html,de,0,2.1,-0.5,Hannover,LOCATION,/m/03pbf,https://en.wikipedia.org/wiki/Hanover,1,0.006271,"52.37052,9.73322",1
4/8/2020 12:05:53,https://www.t-online.de/region/hannover/news/id_87675186/verfassungsschutz-warnt-vor-verschwoerungstheorien-corona.html,de,0,3,-0.3,Hannover,LOCATION,/m/03pbf,https://en.wikipedia.org/wiki/Hanover,1,0.005092,"52.37052,9.73322",1
4/8/2020 12:19:13,https://www.aachener-nachrichten.de/lokales/juelich/messe-wird-in-krankenhaeuser-uebertragen_aid-49931625,de,0,1.7,-0.5,Jülich,LOCATION,/m/03dv41,https://en.wikipedia.org/wiki/Jülich,1,0.018067,"50.92149,6.36267",1
4/8/2020 17:17:50,https://www.aerztezeitung.de/Medizin/So-begegnen-Aerzte-impfkritischen-Fragen-richtig-408416.html,de,0,1.1,-0.5,Koblenz,LOCATION,/m/016gb5,https://en.wikipedia.org/wiki/Koblenz,1,0.008877,"47.60972,8.2375",1
4/8/2020 2:18:23,https://www.welt.de/regionales/mecklenburg-vorpommern/article207107919/Urteil-im-Prozess-wegen-zweier-Vergewaltigungen-erwartet.html,de,0,4.3,-0.3,Rostock,LOCATION,/m/0qm40,https://en.wikipedia.org/wiki/Rostock,1,0.027053,"54.0887,12.14049",1
4/8/2020 22:03:19,https://www.heute.at/s/neue-korruptionsvorwurfe-um-wm-vergabe-an-katar-48656626,de,0,13.1,-0.3,Uruguay,LOCATION,/m/07twz,https://en.wikipedia.org/wiki/Uruguay,1,0.000497,"-30.26204,-57.58174",1
4/8/2020 1:01:38,https://www.tt.com/artikel/16838205/kardinal-pell-von-missbrauchsvorwuerfen-freigesprochen,de,0,8,-0.3,Brisbane,LOCATION,/m/01b8jj,https://en.wikipedia.org/wiki/Brisbane,1,0.004138,"-27.46794,153.02809",1
4/8/2020 13:05:01,https://www.openpr.de/news/1083352/OMMAX-beraet-Haniel-bei-der-Emma-Transaktion.html,de,0,1,-0.5,Duisburg,LOCATION,/m/0ps1q,https://en.wikipedia.org/wiki/Duisburg,1,0.01427,"51.43247,6.76516",1
4/8/2020 4:18:23,https://www.hellwegeranzeiger.de/nachrichten/mann-bei-familienstreit-mit-messer-attackiert-1511247.html,de,0,2,-0.3,Kreuztal,LOCATION,/m/0bly3q,https://en.wikipedia.org/wiki/Kreuztal,1,0.056065,"50.96775,7.98848",1
4/8/2020 8:18:02,https://orf.at/stories/3161089/,de,0,2.5,-0.3,Salzburg,LOCATION,/m/0b1mf,https://en.wikipedia.org/wiki/Salzburg,1,0.011652,"47.79941,13.04399",1
4/8/2020 6:19:01,https://www.badische-zeitung.de/dpa-news/weltweit-bereits-mehr-als-82-000-coronavirus-tote,de,0,5.5,-0.3,Baltimore,LOCATION,/m/094jv,https://en.wikipedia.org/wiki/Baltimore,1,0.003096,"39.29038,-76.61219",1
4/8/2020 12:35:24,https://www.n-tv.de/regionales/berlin-und-brandenburg/Landrat-von-Ostprignitz-Ruppin-hebt-Einreiseverbot-auf-article21702460.html,de,0,1.7,-0.3,Neuruppin,LOCATION,/m/015hcx,https://en.wikipedia.org/wiki/Neuruppin,1,0.032199,"52.92815,12.80311",1
4/8/2020 16:02:43,https://www.rga.de/lokales/info/nach-unfall-wieder-frei-13645483.html,de,0,4.3,-0.3,Remscheid,LOCATION,/m/018nw6,https://en.wikipedia.org/wiki/Remscheid,1,0.002069,"51.17983,7.1925",1
4/8/2020 17:48:08,https://www.n-tv.de/regionales/baden-wuerttemberg/Fast-21-500-Corona-Infektionen-im-Suedwesten-514-Tote-article21703410.html,de,0,1.7,-0.5,Stuttgart,LOCATION,/m/0727_,https://en.wikipedia.org/wiki/Stuttgart,1,0.090113,"34.50037,-91.55263",1
4/8/2020 21:16:54,https://www.krzbb.de/krz_13_111867790-113-_Fast-21-500-Corona-Infektionen-im-Suedwesten-514-Tote.html,de,0,1.7,-0.5,Stuttgart,LOCATION,/m/0727_,https://en.wikipedia.org/wiki/Stuttgart,1,0.090113,"34.50037,-91.55263",1
4/8/2020 18:31:49,https://www.badische-zeitung.de/fast-21-500-corona-infektionen-im-suedwesten-514-tote,de,0,1.7,-0.5,Stuttgart,LOCATION,/m/0727_,https://en.wikipedia.org/wiki/Stuttgart,1,0.090113,"48.78232,9.17702",1
4/8/2020 17:35:06,https://www.boyens-medien.de/artikel/wirtschaft/statistiker-toilettenpapier-absatz-bricht-ein-331807.html,de,0,4.8,-0.3,Wiesbaden,LOCATION,/m/0bp_7,https://en.wikipedia.org/wiki/Wiesbaden,1,0.040318,"50.08258,8.24932",1
4/8/2020 15:50:01,https://www.badische-zeitung.de/statistiker-toilettenpapier-absatz-bricht-ein,de,0,4.8,-0.3,Wiesbaden,LOCATION,/m/0bp_7,https://en.wikipedia.org/wiki/Wiesbaden,1,0.040318,"50.08258,8.24932",1
4/8/2020 14:06:51,https://www.focus.de/finanzen/boerse/wirtschaftsticker/virus-ermittlungen-gegen-rechtsanwaeltin-wegen-corona-aufrufs_id_11864792.html,de,0,3.5,-0.5,Heidelberg,LOCATION,/m/0cm5m,https://en.wikipedia.org/wiki/Heidelberg,1,0.015257,"-26.50476,28.35921",1
4/8/2020 21:46:57,"https://www.gea.de/land_artikel,-eilantrag-gegen-veranstaltungsverbot-in-kirchen-gescheitert-_arid,6252797.html",de,0,8.5,-0.3,Heidelberg,LOCATION,/m/0cm5m,https://en.wikipedia.org/wiki/Heidelberg,1,0.000624,"26.19702,-97.88028",1
4/8/2020 10:04:28,https://www.ksta.de/region/leverkusen/stadt-leverkusen/kommentar-zu-den-radclub-forderungen-ohne-druck-wird-sich-in-leverkusen-nichts-aendern-36527436,de,0,4.5,-0.3,Leverkusen,LOCATION,/m/018hxg,https://en.wikipedia.org/wiki/Leverkusen,1,0.021792,"51.0303,6.98432",1
4/8/2020 8:19:01,https://boerse-social.com/page/newsflow/guten_morgen_mit_roche_vonovia_shop_apotheke_salzgitter,de,0,3.8,-0.5,Salzgitter,LOCATION,/m/0143_x,https://en.wikipedia.org/wiki/Salzgitter,1,0.004589,"52.15705,10.4154",1
4/8/2020 12:02:43,http://unternehmen-heute.de/news.php?newsid=635350,de,0,6.3,-0.3,Afghanistan,LOCATION,/m/0jdd,https://en.wikipedia.org/wiki/Afghanistan,1,0.000345,"35.39205,68.22317",1
4/8/2020 14:05:54,https://www.op-marburg.de/Mehr/Hessen/Panorama/Verfolgungsjagd-wie-im-Actionfilm,de,0,3.4,-0.5,Bad Nauheim,LOCATION,/m/0csbjd,https://en.wikipedia.org/wiki/Bad_Nauheim,1,0.003023,"50.36463,8.73859",1
4/8/2020 7:48:55,https://www.ok-magazin.de/people/news/christian-polanc-die-wahrheit-hinter-seinem-lets-dance-ausfall-64638.html,de,0,6.3,-0.3,Düsseldorf,LOCATION,/m/0hf7l,https://en.wikipedia.org/wiki/Düsseldorf,1,0.000732,"51.22172,6.77616",1
4/8/2020 7:19:53,"http://www.dtoday.de/startseite/wirtschaft_artikel,-Bericht-Deutsche-Post-DHL-will-4000-Mitarbeiter-in-Kurzarbeit-schicken-_arid,720055.html",de,0,7.8,-0.3,Düsseldorf,LOCATION,/m/0hf7l,https://en.wikipedia.org/wiki/Düsseldorf,1,0.015171,"51.22172,6.77616",1
4/8/2020 18:46:59,https://www.moz.de/artikel-ansicht/dg/0/1/1796175/,de,0,5.3,-0.3,Hennigsdorf,LOCATION,/m/0cht2v,https://en.wikipedia.org/wiki/Hennigsdorf,1,0.050953,"52.63598,13.20419",1
4/8/2020 17:34:57,https://www.t-online.de/region/wolfsburg/news/id_87677356/vw-motorenwerk-in-chemnitz-faehrt-produktion-langsam-hoch.html,de,0,9.1,-0.3,Braunschweig,LOCATION,/m/0dgfx,https://en.wikipedia.org/wiki/Braunschweig,1,0.004792,"52.26594,10.52673",1
4/8/2020 15:20:12,"https://www.rhein-zeitung.de/region/aus-den-lokalredaktionen/nahe-zeitung_artikel,-bewegter-stillstand-bei-der-mio-messechef-denkt-schon-an-die-zeit-danach-_arid,2110731.html",de,0,1,-0.3,Idar-Oberstein,LOCATION,/m/02bp5d,https://en.wikipedia.org/wiki/Idar-Oberstein,1,0.072997,"49.71443,7.30776",1
4/8/2020 12:04:35,https://www.t-online.de/region/frankfurt-am-main/news/id_87675050/gute-nachricht-fuer-lautern-keine-zulassungsverweigerungen.html,de,0,5.3,-0.3,Kaiserslautern,LOCATION,/m/01y_pd,https://en.wikipedia.org/wiki/Kaiserslautern,1,0.002368,"49.443,7.77161",1
4/8/2020 10:48:04,https://www.boersennews.de/nachrichten/artikel/virus-polizei-am-bodensee-kontrolliert-corona-verst-e-von-zeppelin-aus/2189551/,de,0,2,-0.3,Friedrichshafen,LOCATION,/m/0p61f,https://en.wikipedia.org/wiki/Friedrichshafen,1,0.003416,"47.65689,9.47554",1
4/8/2020 16:02:57,https://www.suedostschweiz.ch/aus-dem-leben/2020-04-08/im-glarnerland-steigt-die-waldbrandgefahr,de,0,4.3,-0.3,Tessin,LOCATION,/m/0lfyd,https://en.wikipedia.org/wiki/Canton_of_Ticino,1,0.000746,"54.02764,12.46519",1
4/8/2020 14:04:25,https://www.cellesche-zeitung.de/Weltgeschehen/Wirtschaft/Kreuzfahrten-Aida-Cruises-sagt-alle-Reisen-bis-Ende-Mai-ab,de,0,3.9,-0.3,Rostock,LOCATION,/m/0h546_3,https://en.wikipedia.org/wiki/Rostock_(district),1,0.033119,"54.0887,12.14049",1
4/8/2020 13:50:49,https://www.volksstimme.de/wirtschaft/aida-cruises-sagt-alle-reisen-bis-ende-mai-ab/1586352149000,de,0,3.9,-0.3,Rostock,LOCATION,/m/0h546_3,https://en.wikipedia.org/wiki/Rostock_(district),1,0.033562,"54.0887,12.14049",1
4/8/2020 13:48:35,"https://www.rhein-zeitung.de/deutschland-und-welt/wirtschaft_artikel,-aida-cruises-sagt-alle-reisen-bis-ende-mai-ab-_arid,2110781.html",de,0,4,-0.3,Rostock,LOCATION,/m/0h546_3,https://en.wikipedia.org/wiki/Rostock_(district),1,0.052476,"54.0887,12.14049",1
4/8/2020 23:16:50,https://apps.derstandard.at/privacywall/story/2000116684320/disney-meldet-50-millionen-bezahlabos-seit-start-im-november,de,0,1.2,-0.3,Burbank,LOCATION,/m/0r00l,"https://en.wikipedia.org/wiki/Burbank,_California",1,0.011581,"46.19986,-119.01306",1
4/8/2020 22:32:57,https://www.sat1.at/tv/criminal-minds/episoden/zeit-des-erwachens,de,0,2.9,-0.3,Everett,LOCATION,/m/010tkc,"https://en.wikipedia.org/wiki/Everett,_Washington",1,0.012579,"47.97898,-122.20208",1
4/8/2020 18:04:48,https://fudder.de/ub-freiburg-bietet-kostenlosen-scan-service-und-kostenpflichtigen-buchversand-an,de,0,3,-0.3,Freiburg,LOCATION,/m/0ptj2,https://en.wikipedia.org/wiki/Freiburg_im_Breisgau,1,0.067718,"47.9959,7.85222",1
4/8/2020 7:32:42,https://www.t-online.de/region/id_87672884/brand-im-moorerlebnispfad-in-zarrentin-hoher-sachschaden.html,de,0,1.7,-0.3,Zarrentin,LOCATION,/m/0fll9g,https://en.wikipedia.org/wiki/Zarrentin_am_Schaalsee,1,0.07029,"53.55075,10.9155",1
